Original,Canonical,Changed
el boulaïda,el boulaïda,False
ekeren,ekeren,False
eisenach,eisenach,False
einsiedeln,einsiedeln,False
eijsden,eijsden,False
eiger,eiger,False
eiffel tower,eiffel tower,False
eifel,eifel,False
eibar,eibar,False
baptisterium van de arianen,baptisterium van de arianen,False
baptisterium van de orthodoxen,baptisterium van de orthodoxen,False
baptisterium van lateranen,baptisterium van lateranen,False
bar harbor,bar harbor,False
bar-le-duc,bar-le-duc,False
el salvador,el salvador,False
baoding,baoding,False
el tajín,el tajín,False
ellis island,ellis island,False
elstow,elstow,False
elst,elst,False
elspeet,elspeet,False
elsene,elsene,False
elmina,elmina,False
elmhurst,elmhurst,False
banī ḥasan,banī ḥasan,False
ellora,ellora,False
ellecom,ellecom,False
elbe,elbe,False
elgoibar,elgoibar,False
elgin cathedral,elgin cathedral,False
elgin,elgin,False
elefsina,elefsina,False
elea,elea,False
elburg,elburg,False
elbing,elbing,False
elbeuf,elbeuf,False
bar-sur-seine,bar-sur-seine,False
egypt or palestine,egypt or palestine,False
barbezieux,barbezieux,False
ecuador or colombia,ecuador or colombia,False
edinburgh castle,edinburgh castle,False
edgefield county,edgefield county,False
edgefield,edgefield,False
edfu,edfu,False
eden,eden,False
"ecuador, peru, bolivia, chile, or argentina","ecuador, peru, bolivia, chile, or argentina",False
"ecuador, peru, bolivia, argentina, or chile","ecuador, peru, bolivia, argentina, or chile",False
ecuador or peru,ecuador or peru,False
barmen,barmen,False
edmonton,edmonton,False
eck en wiel,eck en wiel,False
echternach,echternach,False
ebensee,ebensee,False
barmouth,barmouth,False
eaux-bonnes,eaux-bonnes,False
eastwood,eastwood,False
eastleach,eastleach,False
barnstable,barnstable,False
edingen,edingen,False
edstaston,edstaston,False
egypt or levant,egypt or levant,False
egmond aan zee,egmond aan zee,False
egypt or italy,egypt or italy,False
egypt or iran,egypt or iran,False
egypt and sudan,egypt and sudan,False
barbizon,barbizon,False
bareilly,bareilly,False
barendrecht,barendrecht,False
eguisheim,eguisheim,False
egmond-binnen,egmond-binnen,False
egmond aan den hoef,egmond aan den hoef,False
edéa,edéa,False
egina,egina,False
eger,eger,False
efeze,efeze,False
eext,eext,False
eerbeek,eerbeek,False
eemnes,eemnes,False
eemland,eemland,False
eefde,eefde,False
elstree,elstree,False
elten,elten,False
ely,ely,False
etten,etten,False
eyüp cemetery,eyüp cemetery,False
exloo,exloo,False
exeter,exeter,False
ewloe,ewloe,False
banda neira,banda neira,False
eurasia,eurasia,False
eufrasiusbasiliek,eufrasiusbasiliek,False
etterbeek,etterbeek,False
ettal,ettal,False
faido,faido,False
eton college,eton college,False
eton,eton,False
bandar-e anzali,bandar-e anzali,False
etersheim,etersheim,False
esztergom,esztergom,False
esslingen,esslingen,False
essex,essex,False
essen,essen,False
faenza,faenza,False
fairford,fairford,False
esneux,esneux,False
banda atjeh,banda atjeh,False
banbury,banbury,False
feldberg,feldberg,False
faubourg saint-denis,faubourg saint-denis,False
fatehpur sikri,fatehpur sikri,False
farukhabad,farukhabad,False
fars,fars,False
farringford house,farringford house,False
farnham,farnham,False
fargo,fargo,False
fairmount park,fairmount park,False
banda besar,banda besar,False
falmouth,falmouth,False
falls of foyers,falls of foyers,False
falls of clyde,falls of clyde,False
falkenstein,falkenstein,False
falicon,falicon,False
falaise,falaise,False
fakfak,fakfak,False
esplanade,esplanade,False
esna,esna,False
elze,elze,False
engelberg,engelberg,False
bangko,bangko,False
bangkok,bangkok,False
bangladesh,bangladesh,False
bangor,bangor,False
bantam,bantam,False
banyuls-sur-mer,banyuls-sur-mer,False
engelhartszell,engelhartszell,False
engelenburcht,engelenburcht,False
enfield,enfield,False
engwierum,engwierum,False
en rogel,en rogel,False
emneth,emneth,False
emmerik,emmerik,False
emmendingen,emmendingen,False
emmen,emmen,False
emmaus nicopolis,emmaus nicopolis,False
emilia,emilia,False
emerald pool,emerald pool,False
bangalore,bangalore,False
enoshima,enoshima,False
eskilstuna,eskilstuna,False
eragny,eragny,False
escorial,escorial,False
esch-sur-alzette,esch-sur-alzette,False
esch,esch,False
ermelo,ermelo,False
erlangen,erlangen,False
bang pa-in,bang pa-in,False
erfurt,erfurt,False
erbalunga,erbalunga,False
equateurville,equateurville,False
enschede,enschede,False
epping forest,epping forest,False
epidaurus,epidaurus,False
ephesus,ephesus,False
epe,epe,False
enval,enval,False
entzheim,entzheim,False
entrevaux,entrevaux,False
entraygues-sur-truyère,entraygues-sur-truyère,False
barnstaple,barnstaple,False
baroda,baroda,False
mook en middelaar,mook en middelaar,False
barra do dande,barra do dande,False
dogepaleis,dogepaleis,False
dogashima,dogashima,False
doetinchem,doetinchem,False
doccia,doccia,False
dnipro,dnipro,False
djedda,djedda,False
djambi,djambi,False
dixton,dixton,False
bautzen,bautzen,False
dittersbach,dittersbach,False
district of columbia,district of columbia,False
disentis-mustér,disentis-mustér,False
dirksland,dirksland,False
dirk hartog island,dirk hartog island,False
dippoldiswalde,dippoldiswalde,False
dingzhou,dingzhou,False
dinard,dinard,False
dinan,dinan,False
dillenburg,dillenburg,False
dokkum,dokkum,False
dolgellau,dolgellau,False
dolmabahçe moskee,dolmabahçe moskee,False
batalha,batalha,False
donostia-san sebastián,donostia-san sebastián,False
donkere spaarne,donkere spaarne,False
dongen,dongen,False
donaustauf,donaustauf,False
dommelen,dommelen,False
bastia,bastia,False
domburg,domburg,False
dombrücke,dombrücke,False
batavian republic,batavian republic,False
dolmabahçepaleis,dolmabahçepaleis,False
bath,bath,False
bathampton,bathampton,False
batoedjadjar,batoedjadjar,False
battersea,battersea,False
batticaloa,batticaloa,False
battle,battle,False
batutulis,batutulis,False
baud,baud,False
diksmuide,diksmuide,False
dijon,dijon,False
diez,diez,False
democratic republic of congo,democratic republic of congo,False
denver,denver,False
dendermonde,dendermonde,False
dendera,dendera,False
bayonne,bayonne,False
den ham,den ham,False
bayreuth,bayreuth,False
bayswater,bayswater,False
bealach na bà,bealach na bà,False
delphi,delphi,False
deruta,deruta,False
deli,deli,False
delfzijl,delfzijl,False
delftse schie,delftse schie,False
delfshaven,delfshaven,False
delfland,delfland,False
bearsden,bearsden,False
delden,delden,False
delaware water gap,delaware water gap,False
derbyshire,derbyshire,False
deruyter,deruyter,False
diever,diever,False
die groot gat,die groot gat,False
diest,diest,False
diessen,diessen,False
dieren,dieren,False
diepenveen,diepenveen,False
diepenheim,diepenheim,False
diemen,diemen,False
diekirch,diekirch,False
dieden,dieden,False
dhodhóni,dhodhóni,False
derwentwater,derwentwater,False
dhar,dhar,False
bavaria,bavaria,False
deutz,deutz,False
deurne,deurne,False
bayerisches nationalmuseum,bayerisches nationalmuseum,False
bayezid ii moskee,bayezid ii moskee,False
dessau,dessau,False
deshima,deshima,False
donsbrüggen,donsbrüggen,False
doon,doon,False
doornenburg,doornenburg,False
durlach,durlach,False
basiliek van het heilig bloed,basiliek van het heilig bloed,False
basiliek van sant'apollinare in classe,basiliek van sant'apollinare in classe,False
basiliek van sant'apollinare nuovo,basiliek van sant'apollinare nuovo,False
dwingeloo,dwingeloo,False
duxbury beach,duxbury beach,False
duxbury,duxbury,False
basiliek van santa maria maggiore,basiliek van santa maria maggiore,False
dussen,dussen,False
basiliek van sint-ambrosius,basiliek van sint-ambrosius,False
basiliek van aquileia,basiliek van aquileia,False
durgerdam,durgerdam,False
durban,durban,False
basohli,basohli,False
dunkeld,dunkeld,False
dunfermline,dunfermline,False
dundee,dundee,False
dumfries,dumfries,False
dumbarton,dumbarton,False
dömitz,dömitz,False
earls court exhibition centre,earls court exhibition centre,False
duivendrecht,duivendrecht,False
basilica di santa maria gloriosa dei frari,basilica di santa maria gloriosa dei frari,False
barrington,barrington,False
barrêame,barrêame,False
bas-oha,bas-oha,False
basel,basel,False
basel-landschaft,basel-landschaft,False
basilica della santissima annunziata,basilica della santissima annunziata,False
basilica di san vitale,basilica di san vitale,False
basilica di sant'eufemia,basilica di sant'eufemia,False
east-central europe,east-central europe,False
easdale,easdale,False
east windsor hill,east windsor hill,False
east sussex,east sussex,False
east stoke,east stoke,False
east liverpool,east liverpool,False
east lamoine,east lamoine,False
basilica di santa prassede,basilica di santa prassede,False
east dunbartonshire,east dunbartonshire,False
basilicata,basilicata,False
duluth,duluth,False
duiven,duiven,False
dorat,dorat,False
dougga,dougga,False
drecht,drecht,False
drancy,drancy,False
drachten,drachten,False
drachenfels,drachenfels,False
basse-normandie,basse-normandie,False
douvres-la-délivrande,douvres-la-délivrande,False
doune,doune,False
douglas,douglas,False
douarnenez,douarnenez,False
dreischor,dreischor,False
dota,dota,False
dortmund,dortmund,False
bassin d'arcachon,bassin d'arcachon,False
dorking,dorking,False
dordtse kil,dordtse kil,False
bastei,bastei,False
bastelica,bastelica,False
dorchester,dorchester,False
dreihausen,dreihausen,False
dreux,dreux,False
duivelspiek,duivelspiek,False
druten,druten,False
duivelsberg,duivelsberg,False
duisburg,duisburg,False
bass river,bass river,False
duffel,duffel,False
dudelange,dudelange,False
dubrovnik,dubrovnik,False
drôme,drôme,False
dryburgh abbey,dryburgh abbey,False
drottningholm,drottningholm,False
driebergen,driebergen,False
drongen,drongen,False
bassano,bassano,False
droitwich spa,droitwich spa,False
drivdalen,drivdalen,False
drievuldigheidskerk,drievuldigheidskerk,False
driehoekstraat,driehoekstraat,False
driefontein,driefontein,False
driebergen-rijsenburg,driebergen-rijsenburg,False
feltre,feltre,False
fenton,fenton,False
ferahan,ferahan,False
fernsteinsee,fernsteinsee,False
goa,goa,False
gmünd,gmünd,False
gmunden,gmunden,False
glücksburg,glücksburg,False
gloucestershire,gloucestershire,False
bad arolsen,bad arolsen,False
gloucester,gloucester,False
gliwice,gliwice,False
glimmen,glimmen,False
glenwood springs,glenwood springs,False
glens falls,glens falls,False
glenalmond,glenalmond,False
glen finglas,glen finglas,False
glen coe,glen coe,False
glauchau,glauchau,False
glatz,glatz,False
glastonbury abbey,glastonbury abbey,False
glassboro,glassboro,False
bad aussee,bad aussee,False
goch,goch,False
godshill,godshill,False
godstow,godstow,False
goodrich,goodrich,False
gosau,gosau,False
gorssel,gorssel,False
gorontalo,gorontalo,False
goring-on-thames,goring-on-thames,False
gorgan,gorgan,False
gorakhpur,gorakhpur,False
babyloniënbroek,babyloniënbroek,False
goodrich castle,goodrich castle,False
bacharach,bacharach,False
goedereede,goedereede,False
golling an der salzach,golling an der salzach,False
golfe-juan,golfe-juan,False
golf van napels,golf van napels,False
golf van egina,golf van egina,False
golegã,golegã,False
goirle,goirle,False
gohlis,gohlis,False
goesinaja zemlja,goesinaja zemlja,False
bad bentheim,bad bentheim,False
glamis,glamis,False
giverny,giverny,False
bad herrenalb,bad herrenalb,False
gerolstein,gerolstein,False
gernsbach,gernsbach,False
gernrode,gernrode,False
germerzeel,germerzeel,False
bad fredeburg,bad fredeburg,False
bad gastein,bad gastein,False
bad godesberg,bad godesberg,False
bad harzburg,bad harzburg,False
bad homburg,bad homburg,False
gerpinnes,gerpinnes,False
bad honnef,bad honnef,False
bad kissingen,bad kissingen,False
bad kreuznach,bad kreuznach,False
bad langensalza,bad langensalza,False
bad laubach am rhein,bad laubach am rhein,False
bad lauterberg,bad lauterberg,False
bad liebenstein,bad liebenstein,False
bad lippspringe,bad lippspringe,False
bad diirkheim,bad diirkheim,False
gers,gers,False
gisors,gisors,False
giardino di boboli,giardino di boboli,False
giornico,giornico,False
ginneken,ginneken,False
gilly,gilly,False
gildehuis der vrije schippers,gildehuis der vrije schippers,False
giethoorn,giethoorn,False
gieten,gieten,False
giessen,giessen,False
giessbachwaterval,giessbachwaterval,False
giant's causeway,giant's causeway,False
gersau,gersau,False
ghiordes,ghiordes,False
bad bertrich,bad bertrich,False
bad cannstatt,bad cannstatt,False
gezirah,gezirah,False
geuzenveld-slotermeer,geuzenveld-slotermeer,False
geulhem,geulhem,False
gettysburg,gettysburg,False
getsemane,getsemane,False
goslar,goslar,False
gosport,gosport,False
gotland,gotland,False
gros-horloge,gros-horloge,False
axenstrasse,axenstrasse,False
ayrshire,ayrshire,False
aywaille,aywaille,False
azay-le-rideau,azay-le-rideau,False
azerbaijan,azerbaijan,False
grote kerk,grote kerk,False
grote houtstraat,grote houtstraat,False
gross räschen,gross räschen,False
grootebroek,grootebroek,False
avranches,avranches,False
groot heiligland,groot heiligland,False
gronsveld,gronsveld,False
groesbeek,groesbeek,False
groenmarkt,groenmarkt,False
groenlo,groenlo,False
groenendijk,groenendijk,False
groenburgwal,groenburgwal,False
grissee,grissee,False
axel,axel,False
avon,avon,False
grimma,grimma,False
grotemarkt,grotemarkt,False
grundlsee,grundlsee,False
aventijn,aventijn,False
großer tiergarten,großer tiergarten,False
großer auerberg,großer auerberg,False
grouw,grouw,False
grottaferrata,grottaferrata,False
grotli,grotli,False
avenue de l'opéra,avenue de l'opéra,False
grotekerksplein,grotekerksplein,False
avioth,avioth,False
grote scheidegg,grote scheidegg,False
grote peel,grote peel,False
avila,avila,False
grote of sint-laurenskerk,grote of sint-laurenskerk,False
grote of sint-catharijne kerk,grote of sint-catharijne kerk,False
grote of onze-lieve-vrouwekerk,grote of onze-lieve-vrouwekerk,False
grote of johannes de doperkerk,grote of johannes de doperkerk,False
grote of bartholomeüskerk,grote of bartholomeüskerk,False
grimselsee,grimselsee,False
griethausen,griethausen,False
babylon,babylon,False
grand rapids,grand rapids,False
graufthal,graufthal,False
grasse,grasse,False
grasmere,grasmere,False
granville,granville,False
grantown-on-spey,grantown-on-spey,False
grange-over-sands,grange-over-sands,False
baambrugge,baambrugge,False
grand trianon,grand trianon,False
grand est,grand est,False
gravelotte,gravelotte,False
gramsbergen,gramsbergen,False
grabowo,grabowo,False
gowbarrow fell,gowbarrow fell,False
gouwzee,gouwzee,False
gouvernementsplein,gouvernementsplein,False
gournay-sur-marne,gournay-sur-marne,False
goulburn,goulburn,False
babenhausen,babenhausen,False
grave,grave,False
gravesend,gravesend,False
grevenbroich,grevenbroich,False
greenland,greenland,False
grenzau,grenzau,False
grenzach-wyhlen,grenzach-wyhlen,False
gremsmühlen,gremsmühlen,False
greiz,greiz,False
greifswald,greifswald,False
greenwich park,greenwich park,False
greenwich,greenwich,False
greenpoint,greenpoint,False
greenford,greenford,False
graz,graz,False
greater london,greater london,False
greater athens,greater athens,False
great yarmouth,great yarmouth,False
great plains,great plains,False
great langdale,great langdale,False
great lakes region,great lakes region,False
great head,great head,False
great and little hampden,great and little hampden,False
bad meinberg,bad meinberg,False
bad münster am stein,bad münster am stein,False
bad nauheim,bad nauheim,False
france or netherlands,france or netherlands,False
